experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP066_categorical_three_stage_NMFk20_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,20,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7953914078941269,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026,categorical,three_stage,NMF,20,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,median_prob,12,,,,2.2708074416933837,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026,categorical,three_stage,NMF,20,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9902941315870298,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP067_categorical_three_stage_NMFk20_glmnet_lasso_seed2026,categorical,three_stage,NMF,20,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7953439159875777,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP068_categorical_three_stage_NMFk20_xgboost_seed2026,categorical,three_stage,NMF,20,xgboost,,2026,,0.7,30,Categorical EM-MMIL,median_prob,12,,,,0.870116456490615,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP068_categorical_three_stage_NMFk20_xgboost_seed2026,categorical,three_stage,NMF,20,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,median_prob,12,,,,0.8638204851019786,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP068_categorical_three_stage_NMFk20_xgboost_seed2026,categorical,three_stage,NMF,20,xgboost,,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7816554204135947,0.8333333333333334,0.6666666666666666,0.9166666666666666,accuracy,0.8333333333333334
EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026,categorical,three_stage,NMF,50,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9631789568883503,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026,categorical,three_stage,NMF,50,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9789616441358967,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
EXP069_categorical_three_stage_NMFk50_glmnet_ridge_seed2026,categorical,three_stage,NMF,50,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.7761887000256958,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP070_categorical_three_stage_NMFk50_glmnet_elasticnet_seed2026,categorical,three_stage,NMF,50,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9554699118480793,0.6666666666666666,0.5333333333333333,0.7166666666666666,accuracy,0.6666666666666666
